ProjeIsmi;ProjeTipi;BaslangicTarihi;BitisTarihi;Butce;TahminiKar;IsGucu;KaynakKullanim;Risk1;Risk2;Risk3;Risk4;Risk5;Sonuc
Green Houses;Konut;1.01.2024;1.06.2026;25;5;100;2;Altyapı sorunları - Yüksek;Malzeme temini sorunu - yüksek;İşçi grevi - yüksek;Zemin etüdü hataları - çok yüksek;Proje süresinde hava şartları - çok yüksek;2
Ocean View;Tatil Köyü;2.01.2023;1.06.2025;100;25;200;5;Tedarik zinciri sorunları - Orta;Fabrika bölgesinde su kesintisi - Çok yüksek;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - Çok Yüksek;Yapım izinlerinde gecikme - Çok yüksek;2
Marina;Liman;3.01.2023;1.12.2026;80;15;50;20;Finansman riski - Düşük;İşçi grevleri - düşük;İnşaat alanında hırsızlık - çok düşük;Yapımda teknik hatalar - orta;Proje süresinde hava şartları - çok düşük;4
Skyline;Yüksek Bina;4.01.2023;1.12.2027;200;40;200;40;Kültürel engeller - Orta;Maliyet aşımı - çok yüksek;İnşaatın bitim tarihi gecikmesi - yüksek;İşletme maliyetleri artışı - çok yüksek;Yüklenici firma iflası - yüksek;2
Tower;Yüksek Bina;1.09.2015;1.09.2024;100;20;200;30;Doğal afetler - Yüksek;Maliyet Artışı - Çok Yüksek;Yüksek Miktarda Gecikme - Yüksek;Finansman Sorunları - Yüksek;Hatalı Proje Planlaması - Çok Yüksek;1
Blue Houses;Konut;1.01.2017;1.01.2020;50;10;30;2;Altyapı sorunları - Çok Yüksek;Yangın Riski - Yüksek;Su Basması - Çok yüksek;İç Hava Kalitesi - yüksek;Bütçe Aşımı - yüksek;2
Landmark;Ofis;1.03.2016;1.03.2018;280;75;10;20;Tedarik zinciri sorunları - düşük;Toprak Kayması - düşük;Doğal Gaz Sızıntısı - Düşük;İş Kazaları - çok düşük;Karşılaşılan Kayaların Sertliği - düşük;5
Seaside;Tatil Köyü;1.05.2016;1.05.2020;390;70;30;5;Doğal afet - orta;Proje finansmanı sorunu - çok düşük;Malzeme kalite sorunu - Düşük;Yüklenici firmanın iflas - çok düşük;İnşaat yavaşlaması - orta;5
Park Towers;Kule;1.02.2013;1.02.2018;500;150;100;40;Altyapı sorunları - orta;Malzeme temini sorunu - orta;İşçi grevi - Düşük;Zemin etüdü hataları - orta;Proje süresinde hava şartları - çok düşük;4
City Plaza;Ofis;1.06.2022;1.06.2023;30;8;100;70;Tedarik zinciri sorunları - çok yüksek;Fabrika bölgesinde su kesintisi - yüksek;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - çok yüksek;Yapım izinlerinde gecikme - çok yüksek;1
"Grand Mall	";Turizm;1.07.2008;1.07.2015;150;35;100;75;Finansman riski - yüksek;İşçi grevleri - yüksek;İnşaat alanında hırsızlık - çok yüksek;Yapımda teknik hatalar - çok yüksek;Proje süresinde hava şartları - çok yüksek;1
Blue Tower;Yüksek Bina;1.01.2014;1.01.2024;700;200;300;30;Kültürel engeller - Orta;Maliyet aşımı - orta;İnşaatın bitim tarihi gecikmesi - düşük;İşletme maliyetleri artışı - düşük;Yüklenici firma iflası - çok düşük;4
River Side;Konut;2.01.2020;2.01.2023;40;10;40;10;Doğal afetler - Yüksek;Maliyet Artışı - yüksek;Yüksek Miktarda Gecikme - yüksek;Finansman Sorunları - çok yüksek;Hatalı Proje Planlaması - Çok yüksek;2
Blue Tower;Konut;3.01.2013;3.01.2023;500;50;200;20;Altyapı sorunları - Çok Yüksek;Yangın Riski - Yüksek;Su Basması - Orta;İç Hava Kalitesi - Orta;Bütçe Aşımı - yüksek;2
Green Plaza;Ofis;4.01.2015;4.01.2023;800;100;50;3;Tedarik zinciri sorunları - orta;Toprak Kayması - düşük;Doğal Gaz Sızıntısı - Orta;İş Kazaları - çok düşük;Karşılaşılan Kayaların Sertliği - Orta;4
Park View;Konut;3.01.2023;1.12.2026;400;60;20;5;Medikal ekipmanların tesliminde gecikme - düşük;Elektrik kesintileri - çok düşük;Yüklenici firma iflası - düşük;Teknik kadro yetersizliği - çok düşük;deprem Riski - Çok düşük;5
Tower House;Konut;4.01.2023;1.12.2027;300;30;50;10;Altyapı sorunları - Yüksek;Malzeme temini sorunu - orta;İşçi grevi - yüksek;Zemin etüdü hataları - yüksek;Proje süresinde hava şartları - çok düşük;3
City Center;Alışveriş;1.09.2018;1.09.2024;600;80;50;20;Tedarik zinciri sorunları - Orta;Fabrika bölgesinde su kesintisi - orta;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - orta;Yapım izinlerinde gecikme - çok düşük;4
Garden Suites;Konut;1.01.2018;1.01.2020;60;8;10;10;Finansman riski - Düşük;İşçi grevleri - yüksek;İnşaat alanında hırsızlık - çok düşük;Yapımda teknik hatalar - çok düşük;Proje süresinde hava şartları - çok düşük;4
Marina Resort;Tatil Köyü;1.03.2009;1.03.2018;100;20;50;30;Kültürel engeller - Çok Yüksek;Maliyet aşımı - çok yüksek;İnşaatın bitim tarihi gecikmesi - yüksek;İşletme maliyetleri artışı - çok yüksek;Yüklenici firma iflası - yüksek;1
İstanbul Tower;İş Merkezi;1.05.2018;1.05.2020;500;100;200;30;Doğal afetler - Düşük;Maliyet Artışı - Düşük;Yüksek Miktarda Gecikme - Çok Düşük;Finansman Sorunları - Düşük;Hatalı Proje Planlaması - Çok Düşük;5
Antalya Golf;Turizm;1.02.2010;1.02.2018;8;2;30;5;Altyapı sorunları - Çok Yüksek;Yangın Riski - Yüksek;Su Basması - Çok yüksek;İç Hava Kalitesi - Çok yüksek;Bütçe Aşımı - Yüksek;1
Levent Plaza;İş Merkezi;1.06.2019;1.06.2023;700;150;400;40;Tedarik zinciri sorunları - çok düşük;Toprak Kayması - Düşük;Doğal Gaz Sızıntısı - düşük;İş Kazaları - düşük;Karşılaşılan Kayaların Sertliği - çok düşük;5
Balıkesir Wind;Enerji;1.07.2007;1.07.2015;120;30;50;10;Doğal afet - Çok Yüksek;Proje finansmanı sorunu - yüksek;Malzeme kalite sorunu - yüksek;Yüklenici firmanın iflas - Yüksek;İnşaat yavaşlaması - Çok Yüksek;2
İzmir Resort;Tatil Köyü;1.01.2016;1.01.2024;100;40;130;25;Altyapı sorunları - Çok Yüksek;Malzeme temini sorunu - Çok yüksek;İşçi grevi - yüksek;Zemin etüdü hataları - yüksek;Proje süresinde hava şartları - çok yüksek;1
Ankara Tower;İş Merkezi;2.01.2018;2.01.2023;150;35;400;40;Tedarik zinciri sorunları - Orta;Fabrika bölgesinde su kesintisi - orta;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - yüksek;Yapım izinlerinde gecikme - Çok yüksek;2
Palm Beach Tower;Konut ;3.01.2020;3.01.2023;500;150;100;20;Finansman riski - Düşük;İşçi grevleri - düşük;İnşaat alanında hırsızlık - çok düşük;Yapımda teknik hatalar - orta;Proje süresinde hava şartları - çok düşük;5
Green Valley Hotel;Otel ;4.01.2015;4.01.2023;300;100;200;50;Kültürel engeller - Orta;Maliyet aşımı - orta;İnşaatın bitim tarihi gecikmesi - yüksek;İşletme maliyetleri artışı - orta;Yüklenici firma iflası - yüksek;3
Sunset View Residences;Konut ;1.05.2018;1.05.2020;350;50;30;10;Doğal afetler - Düşük;Maliyet Artışı - Düşük;Yüksek Miktarda Gecikme - Orta;Finansman Sorunları - Çok düşük;Hatalı Proje Planlaması - Çok Düşük;5
Sea Breeze Resort;Tatil Köyü;1.02.2012;1.02.2018;100;30;40;25;Altyapı sorunları - Çok Yüksek;Yangın Riski - Çok Yüksek;Su Basması - Çok yüksek;İç Hava Kalitesi - Yüksek;Bütçe Aşımı - Çok yüksek;1
The Pinnacle;Ofis ;1.06.2014;1.06.2023;65;20;120;30;Tedarik zinciri sorunları - Yüksek;Toprak Kayması - Yüksek;Doğal Gaz Sızıntısı - Çok yüksek;İş Kazaları - Çok Yüksek;Karşılaşılan Kayaların Sertliği - Yüksek;1
Ocean's Edge;Konut ;1.07.2013;1.07.2015;60;35;20;10;Medikal ekipmanların tesliminde gecikme - düşük;Elektrik kesintileri - çok düşük;Yüklenici firma iflası - düşük;Teknik kadro yetersizliği - çok düşük;Yapım izinlerinde gecikme - düşük;5
Riverfront Plaza;Ticari ;1.01.2016;1.01.2024;75;22;200;25;Altyapı sorunları - Yüksek;Malzeme temini sorunu - Çok Yüksek;İşçi grevi - yüksek;Zemin etüdü hataları - yüksek;Proje süresinde hava şartları - çok yüksek;1
Garden View Residences;Konut ;2.01.2020;2.01.2023;45;13;20;5;Tedarik zinciri sorunları - Orta;Fabrika bölgesinde su kesintisi - orta;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - orta;Yapım izinlerinde gecikme - orta;3
Diamond Tower;Ofis ;3.01.2016;3.01.2023;60;18;60;30;Finansman riski - Çok yüksek;İşçi grevleri - yüksek;İnşaat alanında hırsızlık - çok yüksek;Yapımda teknik hatalar - yüksek;Proje süresinde hava şartları - çok yüksek;1
Blue Horizon;Tatil Köyü ;4.01.2016;4.01.2023;90;27;10;30;Kültürel engeller - Orta;Maliyet aşımı - orta;İnşaatın bitim tarihi gecikmesi - düşük;İşletme maliyetleri artışı - orta;Yüklenici firma iflası - Çok düşük;3
Blue Horizon;Tatil Köyü ;4.01.2016;4.01.2023;90;27;10;30;Kültürel engeller - Orta;Maliyet aşımı - orta;İnşaatın bitim tarihi gecikmesi - düşük;İşletme maliyetleri artışı - orta;Yüklenici firma iflası - orta;3
Riverfront Plaza;Ticari ;1.01.2015;1.01.2024;75;12;200;25;Altyapı sorunları - Yüksek;Malzeme temini sorunu - Çok Yüksek;İşçi grevi - yüksek;Zemin etüdü hataları - orta;Proje süresinde hava şartları - çok yüksek;1
Marina Resort;Tatil Köyü;1.03.2009;1.03.2018;100;10;60;30;Kültürel engeller - Çok Yüksek;Maliyet aşımı - yüksek;İnşaatın bitim tarihi gecikmesi - yüksek;İşletme maliyetleri artışı - çok yüksek;Yüklenici firma iflası - Orta;1
Ankara Tower;İş Merkezi;2.01.2017;2.01.2023;250;25;300;40;Tedarik zinciri sorunları - Orta;Fabrika bölgesinde su kesintisi - düşük;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - yüksek;Yapım izinlerinde gecikme - yüksek;2
Ocean's Edge;Konut ;1.07.2011;1.07.2015;160;35;20;10;Medikal ekipmanların tesliminde gecikme - düşük;Elektrik kesintileri - çok düşük;Yüklenici firma iflası - düşük;Teknik kadro yetersizliği - çok düşük;Yapım izinlerinde gecikme - düşük;5
İstanbul Konut;Konut;1.01.2023;31.12.2025;500;50;10;1;Altyapı sorunları - Yüksek;Malzeme temini sorunu - orta;İşçi grevi - yüksek;Zemin etüdü hataları - yüksek;Proje süresinde hava şartları - çok düşük;3
Bursa Sanayi;Sanayi;1.03.2015;31.08.2024;150;30;100;10;Tedarik zinciri sorunları - Orta;Fabrika bölgesinde su kesintisi - orta;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - orta;Yapım izinlerinde gecikme - orta;3
Ankara Altyapı;Altyapı ;1.05.2020;31.12.2025;800;120;50;10;Finansman riski - Düşük;İşçi grevleri - yüksek;İnşaat alanında hırsızlık - çok düşük;Yapımda teknik hatalar - orta;Proje süresinde hava şartları - çok düşük;4
İzmir Restorasyon;Restorasyon ;1.02.2022;30.06.2024;80;15;10;2;Kültürel engeller - Orta;Maliyet aşımı - orta;İnşaatın bitim tarihi gecikmesi - yüksek;İşletme maliyetleri artışı - orta;Yüklenici firma iflası - yüksek;3
Antalya Turizm;Turizm;1.06.2017;31.12.2024;200;35;200;20;Doğal afetler - Yüksek;Maliyet Artışı - Düşük;Yüksek Miktarda Gecikme - Orta;Finansman Sorunları - Orta;Hatalı Proje Planlaması - Çok Düşük;3
Sky Towers;Konut;1.07.2016;1.12.2025;400;60;400;40;Altyapı sorunları - Çok Yüksek;Yangın Riski - Yüksek;Su Basması - Orta;İç Hava Kalitesi - Orta;Bütçe Aşımı - Yüksek;2
Green Industrial;Sanayi;1.01.2020;1.06.2026;800;95;200;30;Tedarik zinciri sorunları - Düşük;Toprak Kayması - Çok Düşük;Doğal Gaz Sızıntısı - Düşük;İş Kazaları - Düşük;Karşılaşılan Kayaların Sertliği - Orta;4
Golden Restora;Altyapı ;1.03.2022;1.06.2025;150;20;200;10;Finansman riski - Çok Yüksek;Yüksek Miktarda Gecikme - Yüksek;Finansman Sorunları - Orta;Yüklenici Firması İflas Eder - Çok Yüksek;Yanlış Hesaplama - Orta;2
Highways;Restorasyon ;1.06.2023;1.12.2026;250;30;30;5;Kültürel engeller - Çok Yüksek;Yangın Riski - Çok Yüksek;Su Basması - Yüksek;Maliyet Aşımı - Orta;Finansal Risk - Orta;3
Seafront Resort;Turizm;1.09.2022;1.12.2027;1000;130;400;10;Doğal afetler - Düşük;Kıyı Erozyonu - Çok Düşük;Tesisat Arızaları - Orta;Elektrik Kesintisi - Orta;Lojistik Sorunlar - Yüksek;4
Atlas Residences;Konut;1.01.2024;31.12.2025;500;100;100;5;İşçi grevi - Orta;Doğal afet - Orta;Malzeme temini sorunu - Orta;İş kazaları - Orta;Yüklenici firmanın iflası - Yüksek;4
Galata Lofts;Sanayi;1.03.2015;31.08.2024;300;60;300;40;Sözleşme ihlali - Çok Yüksek;İnşaat yavaşlaması - Yüksek;Proje planlama sorunu - Çok Yüksek;Ekipman arızaları - Çok Yüksek;Yüklenici firmanın iflası - Çok Yüksek;1
Çanak Köprüsü;Altyapı ;1.05.2015;31.12.2025;1000;50;500;60;İş kazaları - Çok Yüksek;Malzeme temini sorunu - Çok Yüksek;Çevre kirliliği - Yüksek;Yüklenici firmanın iflası - Çok Yüksek;Proje finansmanı sorunu - Yüksek;1
Teknopark;Restorasyon ;1.02.2020;30.06.2024;200;30;30;5;İş kazaları - Çok Düşük;Proje finansmanı sorunu - Orta;İnşaat yavaşlaması - Orta;Sözleşme ihlali - Düşük;Yüklenici firmanın iflası - Orta;4
Resort;Turizm;1.06.2019;31.12.2024;700;120;50;5;İş kazaları - Çok Düşük;Malzeme kalite sorunu - Çok düşük;İşçi grevi - Düşük;Fiziksel güvenlik sorunu - Çok Düşük;Yüklenici firmanın iflası - Düşük;5
İstanbul Towers;Konut;1.07.2017;1.12.2025;1000;200;100;70;İnşaat yavaşlaması - Çok Düşük;Fiziksel güvenlik sorunu - Orta;Malzeme temini sorunu - Orta;Çevre kirliliği - Çok Düşük;Yüklenici firmanın iflası - Orta;4
Otomotiv Fabrikası;Sanayi;1.01.2016;1.06.2026;250;35;100;40;Hava Şartları - Çok Yüksek;Kötü Hava Koşulları - Çok Yüksek;Malzeme Kalitesi - Yüksek;Maliyet Aşımı - Çok Yüksek;Deprem Riski - Çok yüksek;1
Anıt Restorasyonu;Altyapı ;2.01.2024;1.06.2025;400;60;20;5;İşçi grevi - Çok Düşük;Plan değişiklikleri - Düşük;Proje yönetiminde sorunlar - Düşük;Plan değişiklikleri - Çok Düşük;Enerji kesintileri - Düşük;5
Körfez Geçişi;Restorasyon ;3.01.2020;1.12.2026;800;120;300;40;Doğal afet - düşük;Proje finansmanı sorunu - Orta;Malzeme kalite sorunu - Düşük;Yüklenici firmanın iflas - Orta;İnşaat yavaşlaması - Orta;4
Kapadokya Turizm ;Turizm;4.01.2023;1.12.2027;300;25;200;10;Altyapı sorunları - Yüksek;Malzeme temini sorunu - orta;İşçi grevi - yüksek;Zemin etüdü hataları - yüksek;Proje süresinde hava şartları - çok düşük;3
İstanbul Liman Projesi;Ulaşım;1.01.2020;31.12.2025;800;100;200;30;Tedarik zinciri sorunları - Orta;Fabrika bölgesinde su kesintisi - orta;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - orta;Yapım izinlerinde gecikme - orta;3
Ankara İtfaiye İstasyonu;İnşaat;1.03.2023;31.08.2024;75;20;10;3;Finansman riski - Düşük;İşçi grevleri - yüksek;İnşaat alanında hırsızlık - çok düşük;Yapımda teknik hatalar - orta;Proje süresinde hava şartları - çok düşük;4
İzmir Turizm Projesi;Turizm;1.05.2023;31.12.2025;600;170;30;40;Kültürel engeller - Çok Düşük;Maliyet aşımı - Çok düşük;İnşaatın bitim tarihi gecikmesi - düşük;İşletme maliyetleri artışı - Çok düşük;Yüklenici firma iflası - düşük;5
Gaziantep Logistik Merkezi;Lojistik;1.02.2022;30.06.2024;400;75;30;5;Doğal afetler - Çok düşük;Maliyet Artışı - Düşük;Yüksek Miktarda Gecikme - Orta;Finansman Sorunları - Düşük;Hatalı Proje Planlaması - Çok Düşük;5
İstanbul Tiyatro Kompleksi;Kültür;1.06.2017;31.12.2024;100;30;10;3;Altyapı sorunları - Çok Yüksek;Yangın Riski - Yüksek;Su Basması - Orta;İç Hava Kalitesi - Çok Yüksek;Bütçe Aşımı - Çok Yüksek;2
Antalya Golf Projesi;Spor;1.07.2023;1.12.2025;400;60;20;2;Tedarik zinciri sorunları - Orta;Toprak Kayması - Orta;Doğal Gaz Sızıntısı - Orta;İş Kazaları - Yüksek;Karşılaşılan Kayaların Sertliği - Orta;4
Bursa Yaşlı Bakım Merkezi;Sağlık;1.01.2018;1.06.2026;80;15;20;10;Medikal ekipmanların tesliminde gecikme - yüksek;Elektrik kesintileri - orta;Yüklenici firma iflası - yüksek;Teknik kadro yetersizliği - yüksek;Yapım izinlerinde gecikme - Çok yüksek;2
İstanbul Teknoloji Parkı;Teknoloji;1.03.2022;1.06.2025;300;80;100;20;Altyapı sorunları - Yüksek;Malzeme temini sorunu - orta;İşçi grevi - yüksek;Zemin etüdü hataları - yüksek;Proje süresinde hava şartları - çok düşük;3
Ankara Baraj Projesi;Enerji;1.06.2016;1.12.2026;600;150;400;70;Tedarik zinciri sorunları - Çok yüksek;Fabrika bölgesinde su kesintisi - Çok yüksek;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - Çok yüksek;Yapım izinlerinde gecikme - Çok yüksek;1
İzmir Sanat Merkezi;Kültür;1.09.2026;1.12.2027;120;40;30;5;Finansman riski - Düşük;İşçi grevleri - Çok düşük;İnşaat alanında hırsızlık - çok düşük;Yapımda teknik hatalar - orta;Proje süresinde hava şartları - çok düşük;5
Yeni Apartman;Konut ;1.01.2024;31.12.2025;200;40;10;3;Kültürel engeller - Orta;Maliyet aşımı - orta;İnşaatın bitim tarihi gecikmesi - orta;İşletme maliyetleri artışı - orta;Yüklenici firma iflası - yüksek;4
İstanbul Tower;İş Merkezi ;1.03.2015;31.08.2024;250;50;300;50;Doğal afetler - Yüksek;Maliyet Artışı - yüksek;Yüksek Miktarda Gecikme - Orta;Finansman Sorunları - Orta;Hatalı Proje Planlaması - orta;2
Küçük Evler;Konut ;1.05.2023;31.12.2025;7;1;20;3;Altyapı sorunları - Çok Yüksek;Yangın Riski - Yüksek;Su Basması - Orta;İç Hava Kalitesi - Orta;Bütçe Aşımı - Orta;3
Sanayi Sitesi;Endüstriyel;1.02.2018;30.06.2024;1000;200;50;10;Tedarik zinciri sorunları - Düşük;Toprak Kayması - Düşük;Doğal Gaz Sızıntısı - Düşük;İş Kazaları - Düşük;Karşılaşılan Kayaların Sertliği - Çok düşük;5
Ticari Plaza;İş Merkezi ;1.06.2016;31.12.2024;60;10;200;40;Doğal afet - Çok Yüksek;Proje finansmanı sorunu - Orta;Malzeme kalite sorunu - Yüksek;Yüklenici firmanın iflas - Çok Yüksek;İnşaat yavaşlaması - Yüksek;1
İzmir Villaları;Konut ;1.07.2021;1.12.2025;120;35;60;10;Altyapı sorunları - Çok Yüksek;Malzeme temini sorunu - Çok yüksek;İşçi grevi - yüksek;Zemin etüdü hataları - yüksek;Proje süresinde hava şartları - çok yüksek;2
Otel;Turizm ;1.01.2016;1.06.2026;400;90;400;30;Tedarik zinciri sorunları - Orta;Fabrika bölgesinde su kesintisi - orta;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - orta;Yapım izinlerinde gecikme - orta;3
Endüstriyel Bina;Endüstriyel ;2.01.2024;1.06.2025;120;40;20;5;Finansman riski - Düşük;İşçi grevleri - Çok düşük;İnşaat alanında hırsızlık - çok düşük;Yapımda teknik hatalar - orta;Proje süresinde hava şartları - çok düşük;5
İstanbul Evleri;Konut ;3.01.2017;1.12.2026;20;4;20;10;Kültürel engeller - Çok Yüksek;Maliyet aşımı - orta;İnşaatın bitim tarihi gecikmesi - yüksek;İşletme maliyetleri artışı - Çok yüksek;Yüklenici firma iflası - çok yüksek;1
AVM;Karma ;4.01.2025;1.12.2027;400;60;100;10;Doğal afetler - Çok düşük;Maliyet Artışı - Düşük;Yüksek Miktarda Gecikme - Düşük;Finansman Sorunları - Orta;Hatalı Proje Planlaması - Çok Düşük;5
Bursa Konut;Konut ;1.06.2025;1.12.2026;20;3;30;3;Altyapı sorunları - Çok Yüksek;Yangın Riski - Yüksek;Su Basması - Orta;İç Hava Kalitesi - Çok Yüksek;Bütçe Aşımı - Çok yüksek;2
İstanbul Marina;Denizcilik ;1.09.2022;1.12.2027;50;10;50;20;Tedarik zinciri sorunları - Yüksek;Toprak Kayması - Yüksek;Doğal Gaz Sızıntısı - Orta;İş Kazaları - Yüksek;Karşılaşılan Kayaların Sertliği - Çok yüksek;2
Ankara Hastane;Sağlık ;1.01.2020;31.12.2024;1000;150;60;50;Medikal ekipmanların tesliminde gecikme - Çok düşük;Elektrik kesintileri - Çok düşük;Yüklenici firma iflası - orta;Teknik kadro yetersizliği - düşük;Yapım izinlerinde gecikme - orta;5
İzmir AVM;Ticari ;1.03.2018;31.08.2024;300;50;50;10;Altyapı sorunları - Yüksek;Malzeme temini sorunu - orta;İşçi grevi - yüksek;Zemin etüdü hataları - yüksek;Proje süresinde hava şartları - çok düşük;3
Adana Otoyol;Ulaştırma ;1.05.2020;31.12.2025;150;30;100;10;Tedarik zinciri sorunları - Orta;Fabrika bölgesinde su kesintisi - orta;Ekipmanların geç teslimi - yüksek;Maliyet aşımı - Çok yüksek;Yapım izinlerinde gecikme - Çok yüksek;2
